Date,Description,Amount,Category,PaymentMethod,Month
19-05-2025,Dell Exclusive,79491.82,Electronics,Credit Card,May
20-09-2025,Boat Lifestyle,146331.65,Electronics,UPI,September
19-07-2025,Fortis,1297.44,Healthcare,Credit Card,July
28-01-2025,TSRTC,1651.99,Transport,Debit Card,January
23-12-2025,MedPlus,3550.2,Healthcare,Debit Card,December
20-04-2025,Water Board,5928.27,Bills,Credit Card,April
21-05-2025,Uber,1209.25,Transport,Credit Card,May
12-06-2025,Spencers,2999.86,Grocery,Debit Card,June
16-03-2025,YouTube Premium,484.4,Entertainment,Net Banking,March
06-08-2025,Tata Cliq,8840.36,Online Shopping,UPI,August
25-12-2025,Gas Agency,209.64,Bills,Debit Card,December
01-12-2025,Netflix,790.81,Entertainment,Net Banking,December
07-09-2025,Yulu Bikes,1098.48,Transport,Net Banking,September
23-11-2025,Levis,3014.29,Clothing,Credit Card,November
31-07-2025,Samsung Store,50016.88,Electronics,Debit Card,July
31-07-2025,YouTube Premium,253.51,Entertainment,Net Banking,July
23-02-2025,Saravana Bhavan,310.8,Food,Credit Card,February
21-03-2025,Allen Solly,5466.37,Clothing,Debit Card,March
06-03-2025,Kauvery,7040.07,Healthcare,Credit Card,March
29-09-2025,Zee5,607.1,Entertainment,UPI,September
11-03-2025,Hotstar,749.91,Entertainment,Debit Card,March
28-07-2025,Yatra,5642,Travel,Credit Card,July
19-07-2025,Netmeds,631.93,Healthcare,Debit Card,July
08-10-2025,SonyLiv,589.94,Entertainment,Net Banking,October
28-07-2025,Netflix,578.47,Entertainment,Debit Card,July
15-05-2025,TSRTC,522.06,Transport,Credit Card,May
01-08-2025,Netflix,537.56,Entertainment,Credit Card,August
01-09-2025,Nilgiris,3891.9,Grocery,UPI,September
05-04-2025,Vistara,14203.67,Travel,Debit Card,April
26-07-2025,BSNL,468.96,Bills,Credit Card,July
14-04-2025,PharmEasy,5037.71,Healthcare,Net Banking,April
02-06-2025,Zee5,425.49,Entertainment,Debit Card,June
16-05-2025,Yulu Bikes,190.7,Transport,Debit Card,May
21-02-2025,BigBazaar,1816.51,Grocery,Credit Card,February
06-04-2025,MakeMyTrip,11530.4,Travel,Net Banking,April
15-01-2025,Levis,1520.24,Clothing,Credit Card,January
21-01-2025,Puma,5466.06,Clothing,UPI,January
19-07-2025,BMTC,349.03,Transport,Credit Card,July
21-07-2025,JioMart,909.13,Grocery,Net Banking,July
19-01-2025,Water Board,5152.11,Bills,Debit Card,January
30-03-2025,Nature's Basket,457.84,Grocery,Net Banking,March
10-07-2025,TSRTC,285.51,Transport,Net Banking,July
20-06-2025,Saravana Bhavan,965.8,Food,Credit Card,June
30-11-2025,Spotify,773,Entertainment,Credit Card,November
29-08-2025,Pantaloons,4596.03,Clothing,Credit Card,August
16-08-2025,McDonalds,1341.12,Food,Debit Card,August
18-01-2025,Noise,135639.59,Electronics,Net Banking,January
17-12-2025,Mi Store,108589.35,Electronics,UPI,December
05-12-2025,Pepperfry,5348.52,Online Shopping,Debit Card,December
13-07-2025,Jio Fiber,1887.68,Bills,Net Banking,July
21-07-2025,Adidas,879.51,Clothing,Debit Card,July
01-05-2025,KFC,1286.83,Food,Credit Card,May
20-08-2025,Spotify,646.66,Entertainment,Net Banking,August
21-04-2025,1mg,143.98,Healthcare,UPI,April
26-12-2025,Gaana,681.09,Entertainment,Debit Card,December
30-11-2025,Samsung Store,142335.33,Electronics,Credit Card,November
12-12-2025,Airtel,4867.06,Bills,Net Banking,December
04-09-2025,Dell Exclusive,108503.42,Electronics,Net Banking,September
02-05-2025,Rapido,1706.19,Transport,Credit Card,May
11-04-2025,Netflix,576.59,Entertainment,Net Banking,April
16-07-2025,RedBus,107.32,Transport,Net Banking,July
15-05-2025,Barbeque Nation,164.68,Food,Debit Card,May
18-12-2025,Metro Rail,760.93,Transport,Credit Card,December
30-09-2025,Vodafone Idea,2807.76,Bills,Net Banking,September
25-07-2025,Airtel,4482.73,Bills,Debit Card,July
27-08-2025,Noise,92164.99,Electronics,Net Banking,August
23-01-2025,SonyLiv,587.47,Entertainment,Debit Card,January
19-03-2025,Airtel,3858,Bills,Net Banking,March
13-02-2025,Ola,66.7,Transport,UPI,February
07-04-2025,Uber,1814.75,Transport,Credit Card,April
11-12-2025,Gas Agency,5382.03,Bills,Debit Card,December
08-09-2025,Amazon Prime,169.81,Entertainment,UPI,September
13-01-2025,Metro Rail,1297.2,Transport,Net Banking,January
21-09-2025,Levis,4447.13,Clothing,UPI,September
03-07-2025,Metro Rail,854.7,Transport,Debit Card,July
17-08-2025,ACT Fibernet,5309.96,Bills,Net Banking,August
03-12-2025,Apple Music,775.61,Entertainment,Credit Card,December
26-08-2025,Hotstar,550.41,Entertainment,Credit Card,August
12-11-2025,Spencers,2613.92,Grocery,Net Banking,November
14-06-2025,Yatra,9915.56,Travel,Debit Card,June
25-12-2025,Aha,850.46,Entertainment,UPI,December
20-08-2025,JioMart,2852.53,Grocery,UPI,August
24-10-2025,Sony Center,53961.41,Electronics,Debit Card,October
03-09-2025,Meru Cabs,826.16,Transport,Net Banking,September
20-10-2025,ACT Fibernet,5029.87,Bills,Debit Card,October
02-05-2025,Kauvery,12716.61,Healthcare,Credit Card,May
27-04-2025,H&M,7129.58,Clothing,UPI,April
05-03-2025,McDonalds,759.62,Food,UPI,March
28-12-2025,Snapdeal,358.96,Online Shopping,Net Banking,December
02-03-2025,BMTC,1509.21,Transport,UPI,March
03-08-2025,IRCTC,1859.33,Travel,Debit Card,August
28-06-2025,SonyLiv,889.59,Entertainment,UPI,June
09-02-2025,Vivo Store,66136.49,Electronics,Debit Card,February
17-08-2025,Water Board,1019.65,Bills,UPI,August
16-01-2025,Vivo Store,92748.59,Electronics,Net Banking,January
28-01-2025,Booking.com,25533.41,Travel,UPI,January
14-11-2025,Air India,1130.03,Travel,Debit Card,November
04-06-2025,Mi Store,55246.56,Electronics,Debit Card,June
07-05-2025,SonyLiv,859.35,Entertainment,UPI,May
11-01-2025,Dell Exclusive,14122.69,Electronics,UPI,January
28-08-2025,CCD,1060.84,Food,Net Banking,August
05-08-2025,Max Fashion,5945.68,Clothing,Debit Card,August
30-08-2025,Vivo Store,127722.09,Electronics,Net Banking,August
20-04-2025,Flipkart,2433.45,Online Shopping,UPI,April
28-11-2025,Vodafone Idea,3175.29,Bills,Debit Card,November
18-03-2025,Paradise Biryani,483.57,Food,Debit Card,March
12-06-2025,Apollo Pharmacy,4264.4,Healthcare,Debit Card,June
24-12-2025,Yatra,2658.22,Travel,Credit Card,December
18-07-2025,ACT Fibernet,5600.23,Bills,UPI,July
06-09-2025,Pizza Hut,704.03,Food,Net Banking,September
19-07-2025,Star Bazaar,1712,Grocery,Credit Card,July
10-03-2025,Netflix,650.49,Entertainment,Net Banking,March
28-09-2025,TSRTC,1832.42,Transport,Debit Card,September
13-10-2025,Vistara,24941.9,Travel,UPI,October
28-08-2025,Amazon Prime,294.2,Entertainment,Credit Card,August
07-12-2025,Croma,133441.33,Electronics,Debit Card,December
31-05-2025,Max Fashion,6567.11,Clothing,UPI,May
07-06-2025,Asus Store,36950.21,Electronics,UPI,June
08-05-2025,Zara,5294.32,Clothing,UPI,May
10-08-2025,Mi Store,67650.08,Electronics,Credit Card,August
24-09-2025,Property Tax Online,1439.73,Bills,Net Banking,September
11-07-2025,Ola,381.13,Transport,Net Banking,July
28-01-2025,Zara,7427.75,Clothing,UPI,January
11-03-2025,Apple Store,94787.15,Electronics,Credit Card,March
25-09-2025,CCD,320.24,Food,Debit Card,September
09-09-2025,Apollo Pharmacy,9056.75,Healthcare,Net Banking,September
21-03-2025,OnePlus,42520.16,Electronics,UPI,March
29-08-2025,IndiGo,24634.82,Travel,Credit Card,August
29-10-2025,Yulu Bikes,783.3,Transport,Credit Card,October
21-07-2025,Nike,3589.14,Clothing,Net Banking,July
15-04-2025,Sony Center,130769.25,Electronics,UPI,April
27-06-2025,Flipkart,14249.83,Online Shopping,Net Banking,June
27-08-2025,Tata Cliq,5130.67,Online Shopping,Debit Card,August
26-04-2025,Reliance Fresh,2210.33,Grocery,Net Banking,April
20-12-2025,Jio Fiber,3379.39,Bills,Credit Card,December
26-06-2025,Netflix,323.89,Entertainment,Credit Card,June
01-05-2025,Saravana Bhavan,1373.49,Food,Credit Card,May
11-01-2025,McDonalds,832.06,Food,UPI,January
03-01-2025,Metro Rail,1198.27,Transport,Credit Card,January
22-05-2025,YouTube Premium,682.19,Entertainment,Credit Card,May
28-04-2025,Vivo Store,23595.43,Electronics,Net Banking,April
07-06-2025,1mg,8503.35,Healthcare,Credit Card,June
25-09-2025,Nature's Basket,464.29,Grocery,Net Banking,September
05-07-2025,RedBus,185.62,Transport,Net Banking,July
10-12-2025,Star Bazaar,878.85,Grocery,Debit Card,December
01-09-2025,Pepperfry,6602.31,Online Shopping,Credit Card,September
13-05-2025,Goibibo,19512.95,Travel,UPI,May
30-11-2025,H&M,3660.58,Clothing,Net Banking,November
13-11-2025,BigBazaar,283.91,Grocery,Debit Card,November
28-10-2025,Rapido,1611.78,Transport,Credit Card,October
05-02-2025,Goibibo,20562.67,Travel,Credit Card,February
21-01-2025,1mg,4372.62,Healthcare,Debit Card,January
05-08-2025,Spencers,4757.68,Grocery,Debit Card,August
20-07-2025,Amazon Prime,547.65,Entertainment,UPI,July
20-06-2025,BSNL,2952.37,Bills,Net Banking,June
18-03-2025,MedPlus,4821.2,Healthcare,Net Banking,March
31-10-2025,Noise,124289.1,Electronics,Credit Card,October
08-09-2025,Amazon,9011.81,Online Shopping,Debit Card,September
02-05-2025,Nilgiris,205.84,Grocery,UPI,May
11-08-2025,Aha,859.26,Entertainment,Debit Card,August
02-03-2025,Netmeds,11498.46,Healthcare,Debit Card,March
10-08-2025,Amazon,17755.57,Online Shopping,Credit Card,August
05-10-2025,Apollo Hospital,9134.79,Healthcare,UPI,October
03-08-2025,JioMart,4216.61,Grocery,UPI,August
14-11-2025,Rapido,499.69,Transport,Net Banking,November
21-01-2025,MakeMyTrip,14252.88,Travel,Debit Card,January
08-08-2025,Yatra,9989.62,Travel,Credit Card,August
15-10-2025,DMart,1666.05,Grocery,Debit Card,October
28-02-2025,Burger King,405.39,Food,Debit Card,February
01-10-2025,Nilgiris,4853.78,Grocery,Debit Card,October
20-06-2025,Water Board,553.91,Bills,Credit Card,June
25-05-2025,JioMart,1512.5,Grocery,Credit Card,May
28-06-2025,Reliance Digital,144078.13,Electronics,Net Banking,June
28-04-2025,Mi Store,56109.46,Electronics,Debit Card,April
17-07-2025,Apple Store,50233.05,Electronics,UPI,July
23-02-2025,Tata Cliq,19851.25,Online Shopping,Debit Card,February
06-01-2025,Nykaa,7049.25,Online Shopping,Net Banking,January
04-07-2025,IndiGo,7819.07,Travel,Debit Card,July
22-10-2025,MakeMyTrip,8415.36,Travel,Net Banking,October
08-08-2025,Pepperfry,19219.37,Online Shopping,Debit Card,August
24-11-2025,KFC,1290.28,Food,Debit Card,November
04-10-2025,Dominos,437.35,Food,Credit Card,October
08-09-2025,AirAsia,26793.52,Travel,Debit Card,September
11-10-2025,OnePlus,88734.45,Electronics,Net Banking,October
01-10-2025,Rapido,1870.68,Transport,UPI,October
16-06-2025,Samsung Store,42400.58,Electronics,Credit Card,June
11-08-2025,Gas Agency,1534.07,Bills,Debit Card,August
31-01-2025,Uber,1923.06,Transport,Debit Card,January
14-10-2025,Nykaa,1185.47,Online Shopping,UPI,October
08-04-2025,Puma,929.92,Clothing,Credit Card,April
15-01-2025,SonyLiv,533.46,Entertainment,Credit Card,January
02-11-2025,Meru Cabs,1694.09,Transport,UPI,November
27-08-2025,Samsung Store,135305.43,Electronics,Net Banking,August
18-12-2025,Meesho,12643,Online Shopping,Credit Card,December
29-04-2025,Fortis,10604.59,Healthcare,Credit Card,April
30-08-2025,BSNL,4223.78,Bills,Debit Card,August
09-11-2025,Puma,3579.47,Clothing,Debit Card,November
20-08-2025,Allen Solly,4545.81,Clothing,Debit Card,August
23-04-2025,IndiGo,28427.3,Travel,Credit Card,April
19-05-2025,Property Tax Online,2607.26,Bills,Net Banking,May
22-07-2025,Vodafone Idea,1078.03,Bills,Net Banking,July
17-05-2025,Aster,2910.19,Healthcare,Debit Card,May
08-11-2025,Pantaloons,2350.47,Clothing,Credit Card,November
15-12-2025,Lenskart,6917.11,Online Shopping,Net Banking,December
25-11-2025,Aha,124.71,Entertainment,Credit Card,November
05-06-2025,Lenskart,11815.71,Online Shopping,Debit Card,June
03-04-2025,MedPlus,12811.89,Healthcare,Net Banking,April
11-07-2025,US Polo,6257.24,Clothing,UPI,July
22-02-2025,1mg,4218.64,Healthcare,Credit Card,February
11-05-2025,Levis,4866.36,Clothing,Debit Card,May
25-05-2025,Vodafone Idea,1998.65,Bills,Debit Card,May
19-03-2025,Kauvery,7454.69,Healthcare,Debit Card,March
21-09-2025,Burger King,696.54,Food,Net Banking,September
26-11-2025,DMart,944.6,Grocery,Net Banking,November
15-11-2025,Pantaloons,4576.88,Clothing,Net Banking,November
28-03-2025,Air India,26465.55,Travel,Net Banking,March
18-08-2025,Zee5,943.39,Entertainment,Credit Card,August
02-12-2025,Yulu Bikes,384.45,Transport,UPI,December
13-02-2025,Dell Exclusive,13275.14,Electronics,Net Banking,February
22-01-2025,Samsung Store,13940.59,Electronics,UPI,January
03-12-2025,Zara,1727.17,Clothing,Net Banking,December
23-03-2025,Puma,2279.28,Clothing,Debit Card,March
13-10-2025,IRCTC,9639.1,Travel,Debit Card,October
11-03-2025,Nilgiris,2398.55,Grocery,UPI,March
03-06-2025,Asus Store,86163.84,Electronics,UPI,June
13-06-2025,HP World,111282.19,Electronics,Debit Card,June
08-10-2025,BigBazaar,3365.54,Grocery,Debit Card,October
04-07-2025,Boat Lifestyle,130222.15,Electronics,Credit Card,July
15-04-2025,Reliance Fresh,2632.12,Grocery,Credit Card,April
28-11-2025,Fortis,3482.26,Healthcare,Net Banking,November
23-05-2025,Rapido,616.19,Transport,UPI,May
15-12-2025,Apollo Hospital,19668.04,Healthcare,Debit Card,December
30-06-2025,BMTC,806.24,Transport,Debit Card,June
10-02-2025,TSRTC,1918.24,Transport,Credit Card,February
24-02-2025,Asus Store,16273.23,Electronics,Credit Card,February
14-08-2025,Dell Exclusive,137861.13,Electronics,UPI,August
18-01-2025,Nykaa,4621.93,Online Shopping,Net Banking,January
21-01-2025,SonyLiv,485.8,Entertainment,UPI,January
18-01-2025,YouTube Premium,319.57,Entertainment,Net Banking,January
30-09-2025,Myntra,3989.52,Online Shopping,Debit Card,September
15-04-2025,Zee5,866.9,Entertainment,Debit Card,April
06-12-2025,Burger King,848.66,Food,Debit Card,December
22-06-2025,Air India,9039.33,Travel,UPI,June
11-09-2025,Hotstar,713.45,Entertainment,Credit Card,September
09-05-2025,Yatra,28053.2,Travel,Debit Card,May
03-07-2025,Reliance Fresh,2972.75,Grocery,Credit Card,July
02-05-2025,Meru Cabs,1034.54,Transport,Debit Card,May
28-03-2025,Boat Lifestyle,130878.31,Electronics,UPI,March
04-08-2025,Apple Store,121281.21,Electronics,Credit Card,August
19-09-2025,Aha,906.79,Entertainment,Debit Card,September
19-03-2025,ACT Fibernet,3114.42,Bills,Debit Card,March
10-06-2025,IndiGo,15811.57,Travel,Credit Card,June
18-01-2025,PharmEasy,17579.58,Healthcare,UPI,January
05-05-2025,Zee5,944.71,Entertainment,UPI,May
26-05-2025,Boat Lifestyle,30941.12,Electronics,Credit Card,May
23-09-2025,Nilgiris,4114.69,Grocery,Credit Card,September
07-07-2025,IndiGo,10686.84,Travel,UPI,July
25-06-2025,Flipkart,16637.23,Online Shopping,Net Banking,June
24-07-2025,Airtel,3137.48,Bills,UPI,July
13-06-2025,Samsung Store,76007.97,Electronics,Credit Card,June
30-08-2025,TNEB,3380.87,Bills,UPI,August
01-05-2025,Star Bazaar,1177.37,Grocery,UPI,May
13-09-2025,Spencers,1458.15,Grocery,Credit Card,September
02-10-2025,Uber,1132.2,Transport,Credit Card,October
18-06-2025,Max Fashion,3511.29,Clothing,Debit Card,June
01-12-2025,Ola,253.6,Transport,Credit Card,December
09-02-2025,OYO,4022.34,Travel,UPI,February
25-04-2025,Booking.com,7938.85,Travel,Net Banking,April
18-04-2025,JioMart,953.63,Grocery,Net Banking,April
08-04-2025,Tata Cliq,6378.67,Online Shopping,Debit Card,April
07-03-2025,1mg,13258.71,Healthcare,Net Banking,March
17-05-2025,Nike,7571.87,Clothing,Debit Card,May
01-04-2025,RedBus,719.38,Transport,Debit Card,April
30-08-2025,Meru Cabs,1996.63,Transport,Net Banking,August
22-01-2025,Starbucks,1063.59,Food,Debit Card,January
18-06-2025,Saravana Bhavan,755.39,Food,Credit Card,June
25-04-2025,Nike,1374.84,Clothing,UPI,April
30-07-2025,ACT Fibernet,1453.81,Bills,Credit Card,July
13-02-2025,Water Board,1101.52,Bills,Credit Card,February
02-03-2025,Star Bazaar,605.55,Grocery,Credit Card,March
21-07-2025,BMTC,1586.46,Transport,UPI,July
06-10-2025,Apple Music,472,Entertainment,Net Banking,October
27-03-2025,Uber,377.95,Transport,Credit Card,March
19-10-2025,Spencers,2782.74,Grocery,Net Banking,October
26-06-2025,Amazon,10718.93,Online Shopping,Debit Card,June
30-06-2025,OnePlus,52662.59,Electronics,UPI,June
17-05-2025,CCD,334.85,Food,Debit Card,May
12-01-2025,Goibibo,7622.82,Travel,Net Banking,January
17-09-2025,Spencers,1954.96,Grocery,Net Banking,September
19-10-2025,Pantaloons,3376.6,Clothing,Net Banking,October
23-05-2025,Metro Rail,1171.69,Transport,Debit Card,May
11-09-2025,Amazon Prime,348.28,Entertainment,Credit Card,September
28-01-2025,1mg,19647.12,Healthcare,Credit Card,January
14-12-2025,BigBazaar,1790.99,Grocery,Net Banking,December
02-12-2025,Hotstar,253.94,Entertainment,Credit Card,December
09-12-2025,Airtel,262.08,Bills,Net Banking,December
25-12-2025,1mg,17519.65,Healthcare,Credit Card,December
08-03-2025,Reliance Digital,85222.62,Electronics,Debit Card,March
17-08-2025,H&M,5927.61,Clothing,Debit Card,August
25-07-2025,Metro Rail,1655.87,Transport,Net Banking,July
17-12-2025,Jio Fiber,5738.35,Bills,Net Banking,December
28-01-2025,TNEB,4851.88,Bills,UPI,January
25-01-2025,CloudNine,324.01,Healthcare,UPI,January
25-01-2025,Pepperfry,7142.65,Online Shopping,Net Banking,January
21-11-2025,CCD,474.74,Food,Credit Card,November
23-04-2025,Netflix,597.74,Entertainment,Credit Card,April
24-01-2025,Wrogn,2762.96,Clothing,UPI,January
14-04-2025,Ola,571.06,Transport,Net Banking,April
31-01-2025,Booking.com,21983.23,Travel,Credit Card,January
10-09-2025,Adidas,5039.96,Clothing,UPI,September
31-08-2025,Pizza Hut,860.87,Food,Debit Card,August
29-04-2025,McDonalds,1195.86,Food,UPI,April
18-01-2025,BSNL,1985.56,Bills,Credit Card,January
14-11-2025,Air India,6837.32,Travel,UPI,November
25-02-2025,Ajio,17317.51,Online Shopping,Net Banking,February
10-07-2025,Cream Stone,829.23,Food,Debit Card,July
07-08-2025,Apple Store,68606.18,Electronics,UPI,August
09-10-2025,Reliance Digital,59659.25,Electronics,Credit Card,October
29-06-2025,Adidas,5626.87,Clothing,UPI,June
22-08-2025,Nilgiris,720.88,Grocery,Net Banking,August
28-12-2025,Apple Store,107710.79,Electronics,Net Banking,December
13-03-2025,Chai Point,158.17,Food,Net Banking,March
08-06-2025,Pepperfry,6077.15,Online Shopping,Credit Card,June
17-04-2025,Yulu Bikes,935.7,Transport,Net Banking,April
05-04-2025,Boat Lifestyle,129838.71,Electronics,Debit Card,April
06-09-2025,Puma,6605.5,Clothing,Credit Card,September
12-08-2025,CloudNine,12257.07,Healthcare,UPI,August
22-12-2025,Cream Stone,965.4,Food,Credit Card,December
14-08-2025,1mg,18751.65,Healthcare,Credit Card,August
24-04-2025,Star Bazaar,347.72,Grocery,Net Banking,April
30-03-2025,Aster,17752.43,Healthcare,UPI,March
18-08-2025,MakeMyTrip,15380.45,Travel,UPI,August
06-02-2025,ACT Fibernet,472.02,Bills,Net Banking,February
04-01-2025,Ola,457.38,Transport,Net Banking,January
09-08-2025,Star Bazaar,3273.11,Grocery,Net Banking,August
25-09-2025,Dominos,1178.81,Food,Debit Card,September
20-05-2025,TSRTC,597.44,Transport,UPI,May
18-09-2025,YouTube Premium,615.44,Entertainment,Credit Card,September
19-05-2025,KFC,1453,Food,Credit Card,May
29-03-2025,Vodafone Idea,3962.22,Bills,Credit Card,March
21-06-2025,Vistara,24608.91,Travel,Net Banking,June
13-11-2025,Apple Store,22777.65,Electronics,Net Banking,November
10-12-2025,Noise,67605.71,Electronics,Debit Card,December
23-09-2025,Flipkart,12256.15,Online Shopping,Debit Card,September
10-01-2025,Meru Cabs,1579.39,Transport,Debit Card,January
20-08-2025,Jio Fiber,3999.16,Bills,Net Banking,August
12-10-2025,PharmEasy,14753.31,Healthcare,UPI,October
22-08-2025,Booking.com,7381.07,Travel,Net Banking,August
20-04-2025,Rapido,1505.29,Transport,Net Banking,April
06-03-2025,CloudNine,1550.7,Healthcare,Credit Card,March
11-06-2025,Apollo Hospital,14183.56,Healthcare,Debit Card,June
17-02-2025,Spencers,3201.66,Grocery,Net Banking,February
11-06-2025,Pepperfry,424.82,Online Shopping,Net Banking,June
10-10-2025,Property Tax Online,5213.97,Bills,UPI,October
16-07-2025,Nilgiris,2877.93,Grocery,UPI,July
24-05-2025,Vivo Store,109340.31,Electronics,Credit Card,May
24-02-2025,Booking.com,22509.82,Travel,Net Banking,February
