Date,Description,Amount,Category,PaymentMethod,Month,Year,Month_Number,Day,Weekday
2025-01-29,puma,5033.97,Clothing,Credit Card,January,2025,1,29,Wednesday
2025-08-21,saravana bhavan,314.54,Food,UPI,August,2025,8,21,Thursday
2025-02-02,pharmeasy,19772.72,Healthcare,Debit Card,February,2025,2,2,Sunday
2025-07-12,ola,1673.07,Transport,Debit Card,July,2025,7,12,Saturday
2025-07-19,dmart,1194.63,Grocery,Credit Card,July,2025,7,19,Saturday
2025-10-30,oneplus,96493.98,Electronics,UPI,October,2025,10,30,Thursday
2025-06-08,us polo,5840.7,Clothing,Credit Card,June,2025,6,8,Sunday
2025-12-23,reliance digital,124561.33,Electronics,Debit Card,December,2025,12,23,Tuesday
2025-01-14,spotify,232.72,Entertainment,Net Banking,January,2025,1,14,Tuesday
2025-10-27,oyo,17278.34,Travel,UPI,October,2025,10,27,Monday
2025-12-12,nykaa,12970.53,Online Shopping,Credit Card,December,2025,12,12,Friday
2025-07-30,barbeque nation,289.69,Food,Credit Card,July,2025,7,30,Wednesday
2025-07-04,ccd,1080.35,Food,Debit Card,July,2025,7,4,Friday
2025-03-23,snapdeal,7642.88,Online Shopping,UPI,March,2025,3,23,Sunday
2025-04-24,dmart,2246.71,Grocery,Net Banking,April,2025,4,24,Thursday
2025-04-23,aster,16776.2,Healthcare,Credit Card,April,2025,4,23,Wednesday
2025-05-30,vistara,15332.82,Travel,Debit Card,May,2025,5,30,Friday
2025-01-17,bmtc,177.26,Transport,Credit Card,January,2025,1,17,Friday
2025-05-28,noise,18067.0,Electronics,Net Banking,May,2025,5,28,Wednesday
2025-10-03,oneplus,73937.47,Electronics,Credit Card,October,2025,10,3,Friday
2025-09-20,boat lifestyle,114285.92,Electronics,Debit Card,September,2025,9,20,Saturday
2025-04-27,tata cliq,14489.34,Online Shopping,Credit Card,April,2025,4,27,Sunday
2025-06-13,water board,447.12,Bills,Debit Card,June,2025,6,13,Friday
2025-10-21,saravana bhavan,306.46,Food,Credit Card,October,2025,10,21,Tuesday
2025-05-10,aha,124.09,Entertainment,Credit Card,May,2025,5,10,Saturday
2025-10-31,biba,1306.65,Clothing,Debit Card,October,2025,10,31,Friday
2025-10-15,ajio,4482.29,Online Shopping,UPI,October,2025,10,15,Wednesday
2025-05-15,amazon,6816.61,Online Shopping,Debit Card,May,2025,5,15,Thursday
2025-06-26,mcdonalds,590.89,Food,Debit Card,June,2025,6,26,Thursday
2025-12-19,h&m,5305.84,Clothing,Net Banking,December,2025,12,19,Friday
2025-07-25,apollo hospital,14740.35,Healthcare,Credit Card,July,2025,7,25,Friday
2025-05-12,croma,13524.12,Electronics,UPI,May,2025,5,12,Monday
2025-06-01,croma,138557.16,Electronics,Debit Card,June,2025,6,1,Sunday
2025-09-09,ola,1607.41,Transport,UPI,September,2025,9,9,Tuesday
2025-06-22,pantaloons,7803.51,Clothing,UPI,June,2025,6,22,Sunday
2025-11-29,youtube premium,649.14,Entertainment,Debit Card,November,2025,11,29,Saturday
2025-06-28,lenskart,11166.54,Online Shopping,UPI,June,2025,6,28,Saturday
2025-02-17,samsung store,28206.0,Electronics,Credit Card,February,2025,2,17,Monday
2025-05-24,goibibo,10177.08,Travel,Credit Card,May,2025,5,24,Saturday
2025-02-04,tata cliq,9986.03,Online Shopping,Credit Card,February,2025,2,4,Tuesday
2025-05-05,property tax online,4924.38,Bills,UPI,May,2025,5,5,Monday
2025-02-19,reliance fresh,4479.54,Grocery,UPI,February,2025,2,19,Wednesday
2025-06-05,hp world,148880.57,Electronics,Credit Card,June,2025,6,5,Thursday
2025-03-09,us polo,1725.88,Clothing,Debit Card,March,2025,3,9,Sunday
2025-01-31,snapdeal,18276.61,Online Shopping,Debit Card,January,2025,1,31,Friday
2025-11-23,apollo pharmacy,11558.83,Healthcare,Net Banking,November,2025,11,23,Sunday
2025-07-09,ajio,18804.0,Online Shopping,Net Banking,July,2025,7,9,Wednesday
2025-03-24,flipkart,18493.62,Online Shopping,UPI,March,2025,3,24,Monday
2025-04-18,netflix,757.53,Entertainment,UPI,April,2025,4,18,Friday
2025-12-07,bmtc,1525.38,Transport,UPI,December,2025,12,7,Sunday
2025-04-25,kfc,1112.01,Food,Credit Card,April,2025,4,25,Friday
2025-09-17,amazon,18803.98,Online Shopping,Net Banking,September,2025,9,17,Wednesday
2025-07-14,croma,149593.13,Electronics,Debit Card,July,2025,7,14,Monday
2025-03-14,us polo,7587.1,Clothing,Debit Card,March,2025,3,14,Friday
2025-05-19,air india,4727.39,Travel,Net Banking,May,2025,5,19,Monday
2025-09-02,saravana bhavan,583.89,Food,Net Banking,September,2025,9,2,Tuesday
2025-09-01,water board,3679.02,Bills,Credit Card,September,2025,9,1,Monday
2025-08-08,goibibo,5018.5,Travel,UPI,August,2025,8,8,Friday
2025-09-05,gaana,120.73,Entertainment,Debit Card,September,2025,9,5,Friday
2025-02-20,pantaloons,826.94,Clothing,UPI,February,2025,2,20,Thursday
2025-09-01,adidas,7308.22,Clothing,Credit Card,September,2025,9,1,Monday
2025-03-28,lenskart,14181.0,Online Shopping,Debit Card,March,2025,3,28,Friday
2025-04-06,asus store,126529.62,Electronics,Net Banking,April,2025,4,6,Sunday
2025-03-04,hotstar,231.84,Entertainment,Credit Card,March,2025,3,4,Tuesday
2025-11-26,aha,229.89,Entertainment,Net Banking,November,2025,11,26,Wednesday
2025-04-26,chai point,800.04,Food,Net Banking,April,2025,4,26,Saturday
2025-03-21,nike,2489.94,Clothing,Net Banking,March,2025,3,21,Friday
2025-01-17,cloudnine,9532.38,Healthcare,Debit Card,January,2025,1,17,Friday
2025-05-10,air india,28566.19,Travel,UPI,May,2025,5,10,Saturday
2025-07-06,sonyliv,222.85,Entertainment,Net Banking,July,2025,7,6,Sunday
2025-02-12,nature's basket,3716.86,Grocery,UPI,February,2025,2,12,Wednesday
2025-05-27,yatra,17116.99,Travel,Debit Card,May,2025,5,27,Tuesday
2025-07-31,1mg,11134.31,Healthcare,UPI,July,2025,7,31,Thursday
2025-05-29,boat lifestyle,12137.62,Electronics,Net Banking,May,2025,5,29,Thursday
2025-12-22,vodafone idea,3159.96,Bills,UPI,December,2025,12,22,Monday
2025-01-22,aster,496.73,Healthcare,Net Banking,January,2025,1,22,Wednesday
2025-03-28,ola,941.31,Transport,UPI,March,2025,3,28,Friday
2025-12-30,bsnl,3209.71,Bills,Net Banking,December,2025,12,30,Tuesday
2025-07-17,pharmeasy,15309.57,Healthcare,Credit Card,July,2025,7,17,Thursday
2025-10-20,nature's basket,3823.68,Grocery,UPI,October,2025,10,20,Monday
2025-09-06,kfc,541.01,Food,UPI,September,2025,9,6,Saturday
2025-03-27,more supermarket,2120.71,Grocery,Credit Card,March,2025,3,27,Thursday
2025-08-25,apollo hospital,785.0,Healthcare,Debit Card,August,2025,8,25,Monday
2025-09-30,1mg,14582.07,Healthcare,Net Banking,September,2025,9,30,Tuesday
2025-10-23,rapido,1911.37,Transport,Credit Card,October,2025,10,23,Thursday
2025-09-02,act fibernet,5705.34,Bills,Credit Card,September,2025,9,2,Tuesday
2025-02-15,pantaloons,1000.59,Clothing,Credit Card,February,2025,2,15,Saturday
2025-11-27,woodland,4323.63,Clothing,UPI,November,2025,11,27,Thursday
2025-09-30,youtube premium,270.47,Entertainment,Debit Card,September,2025,9,30,Tuesday
2025-07-29,1mg,3670.41,Healthcare,Credit Card,July,2025,7,29,Tuesday
2025-06-22,sonyliv,996.14,Entertainment,Net Banking,June,2025,6,22,Sunday
2025-04-01,meru cabs,1330.9,Transport,Net Banking,April,2025,4,1,Tuesday
2025-05-08,youtube premium,492.12,Entertainment,Net Banking,May,2025,5,8,Thursday
2025-01-27,woodland,3037.51,Clothing,Credit Card,January,2025,1,27,Monday
2025-08-23,youtube premium,448.78,Entertainment,UPI,August,2025,8,23,Saturday
2025-05-09,nilgiris,1984.03,Grocery,UPI,May,2025,5,9,Friday
2025-08-21,ajio,495.2,Online Shopping,UPI,August,2025,8,21,Thursday
2025-07-29,1mg,5966.86,Healthcare,UPI,July,2025,7,29,Tuesday
2025-04-12,woodland,6077.79,Clothing,Debit Card,April,2025,4,12,Saturday
2025-06-11,paradise biryani,1091.28,Food,UPI,June,2025,6,11,Wednesday
2025-07-16,nilgiris,1903.08,Grocery,UPI,July,2025,7,16,Wednesday
2025-06-08,air india,26694.78,Travel,Net Banking,June,2025,6,8,Sunday
2025-07-01,h&m,1225.15,Clothing,Net Banking,July,2025,7,1,Tuesday
2025-03-05,pantaloons,2574.11,Clothing,Credit Card,March,2025,3,5,Wednesday
2025-05-18,jio fiber,3620.32,Bills,Debit Card,May,2025,5,18,Sunday
2025-05-31,flipkart,12282.51,Online Shopping,Net Banking,May,2025,5,31,Saturday
2025-02-09,gas agency,5615.83,Bills,Debit Card,February,2025,2,9,Sunday
2025-12-01,kauvery,12388.0,Healthcare,UPI,December,2025,12,1,Monday
2025-02-06,spencers,3347.79,Grocery,Debit Card,February,2025,2,6,Thursday
2025-07-31,air india,9980.26,Travel,Net Banking,July,2025,7,31,Thursday
2025-10-30,aster,6307.37,Healthcare,Net Banking,October,2025,10,30,Thursday
2025-12-26,a2b,1061.67,Food,UPI,December,2025,12,26,Friday
2025-10-12,bigbazaar,444.84,Grocery,Credit Card,October,2025,10,12,Sunday
2025-07-31,youtube premium,336.09,Entertainment,Debit Card,July,2025,7,31,Thursday
2025-11-21,jio fiber,978.61,Bills,Debit Card,November,2025,11,21,Friday
2025-04-05,ola,721.83,Transport,Credit Card,April,2025,4,5,Saturday
2025-01-01,more supermarket,3025.08,Grocery,UPI,January,2025,1,1,Wednesday
2025-11-24,us polo,2118.96,Clothing,Debit Card,November,2025,11,24,Monday
2025-02-15,sony center,77877.7,Electronics,Credit Card,February,2025,2,15,Saturday
2025-01-24,pepperfry,672.53,Online Shopping,Net Banking,January,2025,1,24,Friday
2025-09-04,dominos,444.4,Food,Credit Card,September,2025,9,4,Thursday
2025-10-01,apollo hospital,13171.88,Healthcare,Net Banking,October,2025,10,1,Wednesday
2025-04-19,fortis,6903.73,Healthcare,Debit Card,April,2025,4,19,Saturday
2025-11-03,samsung store,35067.78,Electronics,Net Banking,November,2025,11,3,Monday
2025-08-07,zara,6095.3,Clothing,Net Banking,August,2025,8,7,Thursday
2025-06-02,netmeds,9767.87,Healthcare,UPI,June,2025,6,2,Monday
2025-06-22,flipkart,3579.59,Online Shopping,Debit Card,June,2025,6,22,Sunday
2025-05-15,yulu bikes,848.88,Transport,Net Banking,May,2025,5,15,Thursday
2025-04-15,amazon prime,907.18,Entertainment,Debit Card,April,2025,4,15,Tuesday
2025-05-11,saravana bhavan,483.77,Food,UPI,May,2025,5,11,Sunday
2025-11-28,nykaa,1614.22,Online Shopping,Credit Card,November,2025,11,28,Friday
2025-08-19,metro rail,887.57,Transport,UPI,August,2025,8,19,Tuesday
2025-05-28,tsrtc,741.71,Transport,UPI,May,2025,5,28,Wednesday
2025-01-23,meesho,2291.27,Online Shopping,UPI,January,2025,1,23,Thursday
2025-03-14,tata cliq,10871.57,Online Shopping,Debit Card,March,2025,3,14,Friday
2025-04-02,bsnl,5271.77,Bills,Net Banking,April,2025,4,2,Wednesday
2025-05-12,bsnl,4713.24,Bills,Credit Card,May,2025,5,12,Monday
2025-09-03,1mg,9094.59,Healthcare,Net Banking,September,2025,9,3,Wednesday
2025-03-01,croma,112609.25,Electronics,Net Banking,March,2025,3,1,Saturday
2025-02-16,jio fiber,4415.83,Bills,UPI,February,2025,2,16,Sunday
2025-03-16,bigbazaar,4168.64,Grocery,Credit Card,March,2025,3,16,Sunday
2025-05-28,water board,1075.87,Bills,Net Banking,May,2025,5,28,Wednesday
2025-03-06,samsung store,121541.52,Electronics,Credit Card,March,2025,3,6,Thursday
2025-04-19,oyo,2924.72,Travel,Debit Card,April,2025,4,19,Saturday
2025-09-27,netmeds,10397.24,Healthcare,Credit Card,September,2025,9,27,Saturday
2025-04-18,aster,10797.11,Healthcare,Debit Card,April,2025,4,18,Friday
2025-09-19,burger king,466.37,Food,Net Banking,September,2025,9,19,Friday
2025-07-20,kfc,395.42,Food,Credit Card,July,2025,7,20,Sunday
2025-02-12,air india,21065.82,Travel,Debit Card,February,2025,2,12,Wednesday
2025-06-27,bsnl,2344.67,Bills,Credit Card,June,2025,6,27,Friday
2025-04-17,biba,5205.98,Clothing,Debit Card,April,2025,4,17,Thursday
2025-03-16,irctc,8160.58,Travel,UPI,March,2025,3,16,Sunday
2025-02-20,bigbazaar,4917.56,Grocery,Credit Card,February,2025,2,20,Thursday
2025-04-30,yatra,14834.64,Travel,Net Banking,April,2025,4,30,Wednesday
2025-02-13,a2b,345.43,Food,Net Banking,February,2025,2,13,Thursday
2025-03-29,hotstar,632.75,Entertainment,Credit Card,March,2025,3,29,Saturday
2025-05-09,aha,263.64,Entertainment,UPI,May,2025,5,9,Friday
2025-03-27,redbus,526.74,Transport,UPI,March,2025,3,27,Thursday
2025-06-20,burger king,712.88,Food,Credit Card,June,2025,6,20,Friday
2025-12-11,indigo,18219.06,Travel,Credit Card,December,2025,12,11,Thursday
2025-01-30,pizza hut,1022.11,Food,Credit Card,January,2025,1,30,Thursday
2025-07-18,goibibo,7982.16,Travel,Debit Card,July,2025,7,18,Friday
2025-02-22,apollo pharmacy,8579.84,Healthcare,Debit Card,February,2025,2,22,Saturday
2025-10-28,spotify,375.8,Entertainment,Net Banking,October,2025,10,28,Tuesday
2025-03-29,yulu bikes,650.37,Transport,Net Banking,March,2025,3,29,Saturday
2025-08-31,pharmeasy,6970.24,Healthcare,Debit Card,August,2025,8,31,Sunday
2025-08-20,1mg,7207.73,Healthcare,Debit Card,August,2025,8,20,Wednesday
2025-03-04,netmeds,8860.5,Healthcare,UPI,March,2025,3,4,Tuesday
2025-12-26,netmeds,14849.22,Healthcare,Credit Card,December,2025,12,26,Friday
2025-10-30,aster,19804.34,Healthcare,Net Banking,October,2025,10,30,Thursday
2025-03-22,aha,609.42,Entertainment,Credit Card,March,2025,3,22,Saturday
2025-08-03,aha,114.14,Entertainment,UPI,August,2025,8,3,Sunday
2025-03-22,hotstar,151.37,Entertainment,UPI,March,2025,3,22,Saturday
2025-01-03,gaana,680.57,Entertainment,Net Banking,January,2025,1,3,Friday
2025-11-27,kfc,860.4,Food,Debit Card,November,2025,11,27,Thursday
2025-05-15,puma,5863.93,Clothing,Net Banking,May,2025,5,15,Thursday
2025-05-10,kauvery,11263.37,Healthcare,UPI,May,2025,5,10,Saturday
2025-11-14,starbucks,338.06,Food,Credit Card,November,2025,11,14,Friday
2025-09-15,asus store,47388.62,Electronics,Credit Card,September,2025,9,15,Monday
2025-06-14,hotstar,737.84,Entertainment,Debit Card,June,2025,6,14,Saturday
2025-08-23,amazon prime,960.71,Entertainment,UPI,August,2025,8,23,Saturday
2025-03-12,apple music,431.04,Entertainment,UPI,March,2025,3,12,Wednesday
2025-04-18,tsrtc,553.14,Transport,Net Banking,April,2025,4,18,Friday
2025-05-16,h&m,5039.41,Clothing,Net Banking,May,2025,5,16,Friday
2025-01-29,dell exclusive,99280.4,Electronics,Credit Card,January,2025,1,29,Wednesday
2025-02-24,myntra,5371.26,Online Shopping,Credit Card,February,2025,2,24,Monday
2025-05-14,aster,2699.63,Healthcare,Net Banking,May,2025,5,14,Wednesday
2025-08-18,metro rail,1162.99,Transport,Net Banking,August,2025,8,18,Monday
2025-02-26,booking.com,9820.03,Travel,Credit Card,February,2025,2,26,Wednesday
2025-05-07,ajio,12544.96,Online Shopping,Net Banking,May,2025,5,7,Wednesday
2025-08-25,dominos,482.19,Food,Credit Card,August,2025,8,25,Monday
2025-04-27,samsung store,39903.69,Electronics,UPI,April,2025,4,27,Sunday
2025-04-26,indigo,15245.47,Travel,UPI,April,2025,4,26,Saturday
2025-03-20,apple store,123940.66,Electronics,Net Banking,March,2025,3,20,Thursday
2025-01-31,bsnl,341.27,Bills,Net Banking,January,2025,1,31,Friday
2025-03-12,tata cliq,4065.72,Online Shopping,Debit Card,March,2025,3,12,Wednesday
2025-08-01,tneb,3242.79,Bills,Net Banking,August,2025,8,1,Friday
2025-05-14,meesho,12969.3,Online Shopping,UPI,May,2025,5,14,Wednesday
2025-09-26,dominos,1318.19,Food,UPI,September,2025,9,26,Friday
2025-09-20,oyo,7445.81,Travel,UPI,September,2025,9,20,Saturday
2025-06-06,jio fiber,1305.65,Bills,Debit Card,June,2025,6,6,Friday
2025-03-27,nature's basket,2522.84,Grocery,Net Banking,March,2025,3,27,Thursday
2025-03-04,a2b,307.1,Food,UPI,March,2025,3,4,Tuesday
2025-03-01,bsnl,1111.62,Bills,Credit Card,March,2025,3,1,Saturday
2025-02-01,dmart,1304.12,Grocery,Debit Card,February,2025,2,1,Saturday
2025-10-12,nike,6574.14,Clothing,Net Banking,October,2025,10,12,Sunday
2025-05-05,apple music,986.71,Entertainment,Credit Card,May,2025,5,5,Monday
2025-12-08,sony center,142056.21,Electronics,Debit Card,December,2025,12,8,Monday
2025-03-17,mi store,21490.12,Electronics,Net Banking,March,2025,3,17,Monday
2025-06-02,star bazaar,4964.93,Grocery,UPI,June,2025,6,2,Monday
2025-06-29,nature's basket,1245.26,Grocery,Debit Card,June,2025,6,29,Sunday
2025-09-02,reliance digital,58198.82,Electronics,Net Banking,September,2025,9,2,Tuesday
2025-11-02,oneplus,110248.5,Electronics,UPI,November,2025,11,2,Sunday
2025-12-26,pizza hut,624.91,Food,UPI,December,2025,12,26,Friday
2025-05-25,pepperfry,11115.73,Online Shopping,Debit Card,May,2025,5,25,Sunday
2025-02-28,spotify,385.51,Entertainment,UPI,February,2025,2,28,Friday
2025-07-20,booking.com,29023.05,Travel,Debit Card,July,2025,7,20,Sunday
2025-04-16,bmtc,908.32,Transport,Net Banking,April,2025,4,16,Wednesday
2025-05-04,aster,3796.92,Healthcare,Net Banking,May,2025,5,4,Sunday
2025-05-13,aster,2375.84,Healthcare,Debit Card,May,2025,5,13,Tuesday
2025-05-08,dmart,2158.85,Grocery,Credit Card,May,2025,5,8,Thursday
2025-06-22,kauvery,4846.6,Healthcare,UPI,June,2025,6,22,Sunday
2025-12-19,hotstar,803.19,Entertainment,UPI,December,2025,12,19,Friday
2025-10-24,medplus,15391.0,Healthcare,UPI,October,2025,10,24,Friday
2025-02-06,vivo store,21489.9,Electronics,UPI,February,2025,2,6,Thursday
2025-07-30,nike,7739.9,Clothing,Credit Card,July,2025,7,30,Wednesday
2025-07-07,mcdonalds,467.53,Food,Net Banking,July,2025,7,7,Monday
2025-06-08,dmart,4424.72,Grocery,UPI,June,2025,6,8,Sunday
2025-03-31,apple store,148561.26,Electronics,Credit Card,March,2025,3,31,Monday
2025-08-13,aha,231.22,Entertainment,Debit Card,August,2025,8,13,Wednesday
2025-08-18,boat lifestyle,48827.09,Electronics,Net Banking,August,2025,8,18,Monday
2025-06-12,nykaa,6968.62,Online Shopping,UPI,June,2025,6,12,Thursday
2025-03-07,ajio,13112.23,Online Shopping,Debit Card,March,2025,3,7,Friday
2025-07-19,pharmeasy,7459.84,Healthcare,Credit Card,July,2025,7,19,Saturday
2025-12-11,redbus,343.44,Transport,Net Banking,December,2025,12,11,Thursday
2025-01-17,more supermarket,3857.46,Grocery,UPI,January,2025,1,17,Friday
2025-02-19,ola,1498.28,Transport,Debit Card,February,2025,2,19,Wednesday
2025-01-07,paradise biryani,592.3,Food,Credit Card,January,2025,1,7,Tuesday
2025-08-25,netflix,108.24,Entertainment,Debit Card,August,2025,8,25,Monday
2025-11-14,saravana bhavan,878.04,Food,Credit Card,November,2025,11,14,Friday
2025-07-11,water board,3144.87,Bills,Net Banking,July,2025,7,11,Friday
2025-01-02,jio fiber,2515.66,Bills,UPI,January,2025,1,2,Thursday
2025-10-23,cream stone,906.34,Food,UPI,October,2025,10,23,Thursday
2025-12-27,sonyliv,416.98,Entertainment,Credit Card,December,2025,12,27,Saturday
2025-09-29,youtube premium,383.96,Entertainment,Net Banking,September,2025,9,29,Monday
2025-05-20,bsnl,1047.88,Bills,Net Banking,May,2025,5,20,Tuesday
2025-09-19,apple music,845.62,Entertainment,Net Banking,September,2025,9,19,Friday
2025-11-25,meru cabs,1320.65,Transport,Credit Card,November,2025,11,25,Tuesday
2025-11-25,puma,2695.61,Clothing,UPI,November,2025,11,25,Tuesday
2025-10-08,aster,1192.32,Healthcare,UPI,October,2025,10,8,Wednesday
2025-08-27,myntra,18180.97,Online Shopping,UPI,August,2025,8,27,Wednesday
2025-04-22,apollo hospital,15198.37,Healthcare,Debit Card,April,2025,4,22,Tuesday
2025-01-30,netflix,156.21,Entertainment,Net Banking,January,2025,1,30,Thursday
2025-12-19,pantaloons,4597.53,Clothing,UPI,December,2025,12,19,Friday
2025-05-06,kfc,522.46,Food,Debit Card,May,2025,5,6,Tuesday
2025-02-07,hotstar,793.2,Entertainment,Credit Card,February,2025,2,7,Friday
2025-08-10,gaana,446.57,Entertainment,Net Banking,August,2025,8,10,Sunday
2025-08-28,cloudnine,15834.14,Healthcare,Credit Card,August,2025,8,28,Thursday
2025-01-19,adidas,1798.5,Clothing,Credit Card,January,2025,1,19,Sunday
2025-12-10,property tax online,3592.68,Bills,Net Banking,December,2025,12,10,Wednesday
2025-12-30,bsnl,3990.39,Bills,UPI,December,2025,12,30,Tuesday
2025-02-24,kauvery,10309.67,Healthcare,Credit Card,February,2025,2,24,Monday
2025-05-13,subway,1169.58,Food,UPI,May,2025,5,13,Tuesday
2025-02-04,asus store,111699.19,Electronics,Credit Card,February,2025,2,4,Tuesday
2025-08-01,pharmeasy,17808.22,Healthcare,Net Banking,August,2025,8,1,Friday
2025-12-26,pantaloons,2317.99,Clothing,Debit Card,December,2025,12,26,Friday
2025-03-15,taco bell,839.78,Food,Credit Card,March,2025,3,15,Saturday
2025-04-26,redbus,1568.78,Transport,Debit Card,April,2025,4,26,Saturday
2025-09-08,metro rail,1907.45,Transport,UPI,September,2025,9,8,Monday
2025-11-10,pharmeasy,5290.71,Healthcare,UPI,November,2025,11,10,Monday
2025-03-31,youtube premium,634.24,Entertainment,UPI,March,2025,3,31,Monday
2025-10-27,apollo hospital,9357.7,Healthcare,Credit Card,October,2025,10,27,Monday
2025-12-09,adidas,1353.49,Clothing,Net Banking,December,2025,12,9,Tuesday
2025-04-01,paradise biryani,1135.72,Food,Debit Card,April,2025,4,1,Tuesday
2025-04-20,saravana bhavan,358.75,Food,Debit Card,April,2025,4,20,Sunday
2025-04-17,bmtc,699.68,Transport,UPI,April,2025,4,17,Thursday
2025-11-06,bsnl,1266.88,Bills,Credit Card,November,2025,11,6,Thursday
2025-07-29,zee5,258.96,Entertainment,UPI,July,2025,7,29,Tuesday
2025-01-18,dell exclusive,118132.96,Electronics,Net Banking,January,2025,1,18,Saturday
2025-04-03,pharmeasy,13808.61,Healthcare,Net Banking,April,2025,4,3,Thursday
